season,division,matchday,date,home_team,away_team,score,year,month,weekday,home_goals,away_goals,result,target,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against,avg_goals_for_combined,avg_goals_against_combined,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against
2004-2005,1,6,2004-10-03,Villarreal,Real Zaragoza,2:0,2004,10,6,2.0,0.0,1,0,0.8,0.8,0.6,2.0,0.7,1.4,2.8,0.6,0.6,2.6
2004-2005,1,6,2004-10-03,Levante,RCD Mallorca,2:0,2004,10,6,2.0,0.0,1,0,3.0,1.0,1.8,1.8,2.4,1.4,1.0,2.0,1.2,1.8
2004-2005,1,6,2004-10-03,Getafe,Athletic,3:1,2004,10,6,3.0,1.0,1,0,1.0,2.0,1.2,1.8,1.1,1.9,3.0,1.0,1.8,1.8
2004-2005,1,6,2004-10-03,Real Madrid,Dep. La Coruña,0:1,2004,10,6,0.0,1.0,2,2,1.2,1.4,1.8,1.0,1.5,1.2,0.8,0.8,0.6,2.0
2004-2005,1,6,2004-10-03,Racing,Sevilla FC,0:0,2004,10,6,0.0,0.0,X,1,1.6,1.4,1.0,0.8,1.3,1.1,1.0,1.4,2.2,1.4
2004-2005,1,6,2004-10-03,Barcelona,CD Numancia,1:0,2004,10,6,1.0,0.0,1,0,2.8,0.6,0.6,2.6,1.7,1.6,2.0,0.8,1.6,0.6
2004-2005,1,10,2004-11-06,Barcelona,Dep. La Coruña,2:1,2004,11,5,2.0,1.0,1,0,2.0,0.6,1.0,1.0,1.5,0.8,2.0,0.6,1.0,1.0
2004-2005,1,10,2004-11-06,Albacete,Real Betis,0:0,2004,11,5,0.0,0.0,X,1,1.2,1.0,0.8,1.4,1.0,1.2,1.2,1.0,0.8,1.4
2004-2005,1,10,2004-11-07,Villarreal,CA Osasuna,3:0,2004,11,6,3.0,0.0,1,0,0.6,0.6,1.4,1.0,1.0,0.8,0.6,0.6,1.4,1.0
2004-2005,1,10,2004-11-07,Levante,Athletic,1:0,2004,11,6,1.0,0.0,1,0,2.5,0.5,1.2,2.0,1.85,1.25,2.5,0.5,1.2,2.0
2004-2005,1,10,2004-11-07,Sevilla FC,RCD Mallorca,1:1,2004,11,6,1.0,1.0,X,1,1.6,0.4,1.8,1.6,1.7000000000000002,1.0,1.6,0.4,1.8,1.6
2004-2005,1,10,2004-11-07,Getafe,Valencia,1:0,2004,11,6,1.0,0.0,1,0,2.0,1.5,1.4,0.6,1.7,1.05,2.0,1.5,1.4,0.6
2004-2005,1,10,2004-11-07,Racing,CD Numancia,2:0,2004,11,6,2.0,0.0,1,0,1.0,1.4,0.6,2.2,0.8,1.8,1.0,1.4,0.6,2.2
2004-2005,1,10,2004-11-07,Real Sociedad,Espanyol,0:2,2004,11,6,0.0,2.0,2,2,1.4,0.4,2.0,1.6,1.7,1.0,1.4,0.4,2.0,1.6
2004-2005,1,10,2004-11-07,Málaga CF,Real Madrid,0:2,2004,11,6,0.0,2.0,2,2,1.4,0.6,1.2,1.4,1.2999999999999998,1.0,1.4,0.6,1.2,1.4
2004-2005,1,10,2004-11-07,Atlético Madrid,Real Zaragoza,1:1,2004,11,6,1.0,1.0,X,1,2.2,0.8,0.2,1.8,1.2000000000000002,1.3,2.2,0.8,0.2,1.8
2004-2005,1,14,2004-12-04,Albacete,Valencia,0:1,2004,12,5,0.0,1.0,2,2,1.0,1.0,1.2,0.8,1.1,0.9,1.0,1.0,1.2,0.8
2004-2005,1,14,2004-12-04,Barcelona,Málaga CF,4:0,2004,12,5,4.0,0.0,1,0,1.8,0.4,0.6,1.8,1.2,1.1,1.8,0.4,0.6,1.8
2004-2005,1,14,2004-12-04,Real Sociedad,Real Betis,1:0,2004,12,5,1.0,0.0,1,0,1.2,0.8,0.4,1.2,0.8,1.0,1.2,0.8,0.4,1.2
2004-2005,1,14,2004-12-05,Villarreal,Real Madrid,0:0,2004,12,6,0.0,0.0,X,1,1.2,0.4,1.6,1.2,1.4,0.8,2.0,0.3333333333333333,,
2004-2005,1,14,2004-12-05,Levante,Getafe,0:0,2004,12,6,0.0,0.0,X,1,2.0,0.3333333333333333,1.5,1.5,1.75,0.9166666666666666,2.0,1.0,1.2,1.4
2004-2005,1,14,2004-12-05,Sevilla FC,Athletic,2:0,2004,12,6,2.0,0.0,1,0,1.2,0.6,1.2,1.6,1.2,1.1,1.2,1.0,0.8,1.4
2004-2005,1,14,2004-12-05,Real Zaragoza,Espanyol,0:1,2004,12,6,0.0,1.0,2,2,1.2,0.8,1.4,1.4,1.2999999999999998,1.1,1.4,1.8,0.4,1.8
2004-2005,1,14,2004-12-05,RCD Mallorca,CD Numancia,3:2,2004,12,6,3.0,2.0,1,0,1.4,1.8,0.4,1.8,0.8999999999999999,1.8,1.2,0.4,1.6,1.2
2004-2005,1,14,2004-12-05,Atlético Madrid,CA Osasuna,3:2,2004,12,6,3.0,2.0,1,0,2.0,1.0,1.2,1.4,1.6,1.2,1.2,0.6,1.2,1.6
2004-2005,1,14,2004-12-05,Racing,Dep. La Coruña,2:2,2004,12,6,2.0,2.0,X,1,1.2,1.0,0.8,1.4,1.0,1.2,1.2,0.8,1.4,1.4
2004-2005,1,15,2004-12-11,Albacete,Barcelona,1:2,2004,12,5,1.0,2.0,2,2,0.8,0.8,1.2,2.2,1.0,1.5,0.8,0.8,1.2,2.2
2004-2005,1,15,2004-12-11,Athletic,Atlético Madrid,1:0,2004,12,5,1.0,0.0,1,0,1.2,1.6,1.0,1.8,1.1,1.7000000000000002,1.2,1.6,1.0,1.8
2004-2005,1,15,2004-12-12,Real Betis,Racing,2:1,2004,12,6,2.0,1.0,1,0,1.2,1.6,1.2,1.6,1.2,1.6,1.0,1.4,0.4,1.4
2004-2005,1,15,2004-12-12,Valencia,CD Numancia,1:0,2004,12,6,1.0,0.0,1,0,2.8,0.4,0.6,1.8,1.7,1.1,1.4,0.4,1.6,1.2
2004-2005,1,15,2004-12-12,Getafe,Villarreal,1:2,2004,12,6,1.0,2.0,2,2,1.6666666666666667,1.0,1.0,2.0,1.3333333333333335,1.5,1.2,0.6,,
2004-2005,1,15,2004-12-12,Málaga CF,Levante,1:0,2004,12,6,1.0,0.0,1,0,1.2,0.6,1.5,1.5,1.35,1.05,1.4,1.2,0.2,0.8
2004-2005,1,15,2004-12-12,Dep. La Coruña,Sevilla FC,2:2,2004,12,6,2.0,2.0,X,1,1.4,1.2,0.2,0.8,0.7999999999999999,1.0,2.8,0.4,0.6,1.8
2004-2005,1,15,2004-12-12,Espanyol,RCD Mallorca,2:1,2004,12,6,2.0,1.0,1,0,1.4,0.4,1.6,1.2,1.5,0.8,1.2,1.6,1.2,1.6
2004-2005,1,15,2004-12-12,CA Osasuna,Real Zaragoza,2:2,2004,12,6,2.0,2.0,X,1,1.0,1.4,0.4,1.4,0.7,1.4,1.6666666666666667,1.0,1.0,2.0
2004-2005,1,15,2005-01-05,Real Madrid,Real Sociedad,2:1,2005,1,2,2.0,1.0,1,0,1.0,1.6,1.0,1.2,1.0,1.4,1.0,1.6,1.0,1.2
2004-2005,1,18,2005-01-08,CD Numancia,Athletic,1:1,2005,1,5,1.0,1.0,X,1,1.0,0.8,0.6,1.8,0.8,1.3,1.0,0.8,0.6,1.8
2004-2005,1,18,2005-01-08,Sevilla FC,Getafe,0:0,2005,1,5,0.0,0.0,X,1,1.2,0.6,0.0,0.0,0.6,0.3,1.2,0.6,0.0,0.0
2004-2005,1,18,2005-01-08,Valencia,Levante,2:1,2005,1,5,2.0,1.0,1,0,2.2,0.0,0.0,1.0,1.1,0.5,2.2,0.0,0.0,1.0
2004-2005,1,18,2005-01-09,Real Sociedad,Albacete,0:2,2005,1,6,0.0,2.0,2,2,1.2,0.8,0.8,2.2,1.0,1.5,1.8,0.4,1.0,2.0
2004-2005,1,18,2005-01-09,Real Zaragoza,Real Betis,1:0,2005,1,6,1.0,0.0,1,0,0.8,0.8,0.4,1.2,0.6000000000000001,1.0,1.2,0.0,1.4,1.4
2004-2005,1,18,2005-01-09,Racing,Málaga CF,2:1,2005,1,6,2.0,1.0,1,0,1.4,1.2,0.6,2.0,1.0,1.6,2.0,1.4,1.0,0.8
2004-2005,1,18,2005-01-09,Atlético Madrid,Real Madrid,0:3,2005,1,6,0.0,3.0,2,2,2.0,1.4,1.0,0.8,1.5,1.1,0.8,0.8,0.4,1.2
2004-2005,1,18,2005-01-09,Villarreal,Barcelona,3:0,2005,1,6,3.0,0.0,1,0,1.2,0.0,1.4,1.4,1.2999999999999998,0.7,1.2,0.8,0.8,2.2
2004-2005,1,18,2005-01-09,Espanyol,CA Osasuna,4:1,2005,1,6,4.0,1.0,1,0,1.8,0.4,1.0,2.0,1.4,1.2,1.4,1.2,0.6,2.0
2004-2005,1,18,2005-01-10,RCD Mallorca,Dep. La Coruña,2:2,2005,1,0,2.0,2.0,X,1,1.8,2.2,1.2,1.2,1.5,1.7000000000000002,1.8,2.2,1.2,1.2
2004-2005,1,22,2005-02-05,Real Sociedad,Valencia,3:3,2005,2,5,3.0,3.0,X,1,0.8,1.2,1.2,0.8,1.0,1.0,0.8,1.2,1.2,0.8
2004-2005,1,22,2005-02-05,Real Madrid,Espanyol,4:0,2005,2,5,4.0,0.0,1,0,1.0,1.6,1.6,1.2,1.3,1.4,1.0,1.6,1.6,1.2
2004-2005,1,22,2005-02-06,Dep. La Coruña,Athletic,1:1,2005,2,6,1.0,1.0,X,1,1.6,1.4,0.4,1.8,1.0,1.6,1.5,1.25,0.4,1.6
2004-2005,1,22,2005-02-06,Barcelona,Atlético Madrid,0:2,2005,2,6,0.0,2.0,2,2,2.6,0.4,1.0,1.4,1.8,0.8999999999999999,1.6,1.4,0.4,1.8
2004-2005,1,22,2005-02-06,Villarreal,Racing,2:1,2005,2,6,2.0,1.0,1,0,1.6,0.0,1.2,1.8,1.4,0.9,2.6,0.4,1.0,1.4
2004-2005,1,22,2005-02-06,Málaga CF,RCD Mallorca,0:0,2005,2,6,0.0,0.0,X,1,0.8,0.4,1.4,1.6,1.1,1.0,1.6,0.0,1.2,1.8
2004-2005,1,22,2005-02-06,Real Betis,CA Osasuna,3:1,2005,2,6,3.0,1.0,1,0,1.4,1.6,1.2,2.6,1.2999999999999998,2.1,0.8,0.4,1.4,1.6
2004-2005,1,22,2005-02-06,Albacete,Real Zaragoza,2:1,2005,2,6,2.0,1.0,1,0,0.4,1.0,0.8,1.6,0.6000000000000001,1.3,1.4,1.6,1.2,2.6
2004-2005,1,22,2005-02-06,Levante,Sevilla FC,0:3,2005,2,6,0.0,3.0,2,2,1.5,0.25,0.4,1.0,0.95,0.625,0.4,1.0,0.8,1.6
2004-2005,1,22,2005-02-06,Getafe,CD Numancia,1:0,2005,2,6,1.0,0.0,1,0,1.5,1.25,0.4,1.6,0.95,1.425,1.5,0.25,0.4,1.0
2004-2005,1,23,2005-02-12,CA Osasuna,Real Madrid,1:2,2005,2,5,1.0,2.0,2,2,1.2,1.6,1.4,0.6,1.2999999999999998,1.1,2.0,0.2,1.2,1.6
2004-2005,1,23,2005-02-12,Real Zaragoza,Barcelona,1:4,2005,2,5,1.0,4.0,2,2,0.8,0.8,1.4,1.4,1.1,1.1,0.8,0.8,1.4,1.4
2004-2005,1,23,2005-02-12,Valencia,Dep. La Coruña,1:2,2005,2,5,1.0,2.0,2,2,2.0,0.2,1.2,1.6,1.6,0.9,1.2,1.6,1.4,0.6
2004-2005,1,26,2005-03-01,Barcelona,Espanyol,0:0,2005,3,1,0.0,0.0,X,1,1.8,0.6,1.4,1.2,1.6,0.8999999999999999,1.8,0.6,1.4,1.2
2004-2005,1,26,2005-03-02,Getafe,Dep. La Coruña,1:1,2005,3,2,1.0,1.0,X,1,1.4,1.0,1.6,1.4,1.5,1.2,1.0,0.6,1.4,1.4
2004-2005,1,26,2005-03-02,Racing,Atlético Madrid,2:1,2005,3,2,2.0,1.0,1,0,1.6,1.0,1.2,0.8,1.4,0.9,1.4,1.0,1.6,1.4
2004-2005,1,26,2005-03-02,Villarreal,RCD Mallorca,2:1,2005,3,2,2.0,1.0,1,0,2.0,0.2,0.8,1.2,1.4,0.7,1.6,1.0,1.2,0.8
2004-2005,1,26,2005-03-02,Málaga CF,Athletic,1:0,2005,3,2,1.0,0.0,1,0,0.6,0.4,0.6,1.6,0.6,1.0,2.0,0.2,0.8,1.2
2004-2005,1,26,2005-03-02,Albacete,CA Osasuna,1:1,2005,3,2,1.0,1.0,X,1,0.8,0.8,0.8,3.0,0.8,1.9,0.6,0.4,0.6,1.6
2004-2005,1,26,2005-03-02,Levante,CD Numancia,1:1,2005,3,2,1.0,1.0,X,1,1.2,0.8,0.4,1.6,0.8,1.2000000000000002,0.8,0.8,0.8,3.0
2004-2005,1,26,2005-03-02,Sevilla FC,Valencia,2:2,2005,3,2,2.0,2.0,X,1,1.0,0.6,1.4,1.4,1.2,1.0,1.2,0.8,0.4,1.6
2004-2005,1,26,2005-03-02,Real Sociedad,Real Zaragoza,2:1,2005,3,2,2.0,1.0,1,0,1.0,1.4,0.8,1.4,0.9,1.4,1.0,1.4,0.8,1.4
2004-2005,1,26,2005-03-02,Real Madrid,Real Betis,3:1,2005,3,2,3.0,1.0,1,0,1.8,1.0,0.0,1.0,0.9,1.0,1.8,1.0,0.0,1.0
2004-2005,1,27,2005-03-05,CA Osasuna,Barcelona,0:1,2005,3,5,0.0,1.0,2,2,1.2,1.6,1.8,1.4,1.5,1.5,1.2,1.6,1.8,1.4
2004-2005,1,27,2005-03-05,Valencia,Real Madrid,1:1,2005,3,5,1.0,1.0,X,1,1.6,0.6,1.4,0.6,1.5,0.6,1.6,0.6,1.4,0.6
2004-2005,1,27,2005-03-05,Atlético Madrid,Sevilla FC,3:0,2005,3,5,3.0,0.0,1,0,1.8,1.8,1.0,0.8,1.4,1.3,1.8,1.8,1.0,0.8
2004-2005,1,27,2005-03-06,Real Betis,Getafe,2:2,2005,3,6,2.0,2.0,X,1,1.4,1.8,0.0,0.0,0.7,0.9,1.6,1.6,0.6,2.0
2004-2005,1,27,2005-03-06,Real Zaragoza,Racing,1:0,2005,3,6,1.0,0.0,1,0,0.6,1.2,1.4,2.0,1.0,1.6,1.0,1.4,0.8,1.8
2004-2005,1,27,2005-03-06,CD Numancia,Villarreal,1:1,2005,3,6,1.0,1.0,X,1,0.6,0.8,1.0,1.4,0.8,1.1,2.2,0.6,0.5,1.5
2004-2005,1,27,2005-03-06,RCD Mallorca,Real Sociedad,3:2,2005,3,6,3.0,2.0,1,0,1.8,1.8,1.0,1.2,1.4,1.5,1.8,1.8,1.0,1.2
2004-2005,1,27,2005-03-06,Espanyol,Levante,2:1,2005,3,6,2.0,1.0,1,0,2.2,0.6,0.5,1.5,1.35,1.05,0.6,0.8,1.0,1.4
2004-2005,1,27,2005-03-06,Dep. La Coruña,Málaga CF,1:0,2005,3,6,1.0,0.0,1,0,1.6,1.6,0.6,2.0,1.1,1.8,0.6,1.2,1.4,2.0
2004-2005,1,27,2005-03-06,Athletic,Albacete,3:1,2005,3,6,3.0,1.0,1,0,1.0,1.4,0.8,1.8,0.9,1.6,1.4,1.8,0.0,0.0
2004-2005,1,28,2005-03-12,Barcelona,Athletic,2:0,2005,3,5,2.0,0.0,1,0,1.4,0.6,0.4,1.2,0.8999999999999999,0.8999999999999999,1.4,0.6,0.4,1.2
2004-2005,1,28,2005-03-12,Málaga CF,Real Betis,1:2,2005,3,5,1.0,2.0,2,2,0.8,0.4,0.2,1.2,0.5,0.8,0.8,0.4,0.2,1.2
2004-2005,1,30,2005-04-02,Real Sociedad,CA Osasuna,2:0,2005,4,5,2.0,0.0,1,0,1.2,1.6,1.0,2.8,1.1,2.2,1.2,1.6,1.0,2.8
2004-2005,1,30,2005-04-02,Real Zaragoza,Valencia,2:2,2005,4,5,2.0,2.0,X,1,0.8,1.0,1.4,1.4,1.1,1.2,0.8,1.0,1.4,1.4
2004-2005,1,30,2005-04-02,Villarreal,Athletic,3:1,2005,4,5,3.0,1.0,1,0,2.0,0.4,0.4,1.4,1.2,0.8999999999999999,2.0,0.4,0.4,1.4
2004-2005,1,30,2005-04-03,Sevilla FC,CD Numancia,1:0,2005,4,6,1.0,0.0,1,0,1.0,1.0,0.6,1.6,0.8,1.3,0.6,0.8,0.6666666666666666,0.6666666666666666
2004-2005,1,30,2005-04-03,Barcelona,Real Betis,3:3,2005,4,6,3.0,3.0,X,1,1.6,0.6,0.6,1.2,1.1,0.8999999999999999,2.0,1.6,0.6,1.4
2004-2005,1,30,2005-04-03,Levante,Dep. La Coruña,0:1,2005,4,6,0.0,1.0,2,2,0.8,0.8,1.6,1.6,1.2000000000000002,1.2000000000000002,1.6,0.8,0.6,1.0
2004-2005,1,30,2005-04-03,Albacete,Real Madrid,1:2,2005,4,6,1.0,2.0,2,2,0.8,1.0,1.6,0.4,1.2000000000000002,0.7,1.0,1.0,0.6,1.6
2004-2005,1,30,2005-04-03,Racing,Espanyol,1:3,2005,4,6,1.0,3.0,2,2,1.6,0.8,0.6,1.0,1.1,0.9,0.8,0.8,1.6,1.6
2004-2005,1,30,2005-04-03,Atlético Madrid,RCD Mallorca,4:0,2005,4,6,4.0,0.0,1,0,2.0,1.6,0.6,1.4,1.3,1.5,1.6,0.6,0.6,1.2
2004-2005,1,30,2005-04-03,Málaga CF,Getafe,1:1,2005,4,6,1.0,1.0,X,1,0.6,0.8,0.6666666666666666,0.6666666666666666,0.6333333333333333,0.7333333333333334,0.8,1.0,1.6,0.4
2004-2005,1,31,2005-04-09,CD Numancia,Atlético Madrid,1:0,2005,4,5,1.0,0.0,1,0,0.6,0.8,1.0,0.8,0.8,0.8,1.4,0.8,1.2,1.6
2004-2005,1,31,2005-04-09,Athletic,Real Sociedad,3:0,2005,4,5,3.0,0.0,1,0,1.4,0.8,1.2,1.6,1.2999999999999998,1.2000000000000002,0.6,0.8,1.0,0.8
2004-2005,1,31,2005-04-10,Real Betis,Levante,2:2,2005,4,6,2.0,2.0,X,1,1.8,1.8,0.6666666666666666,1.6666666666666667,1.2333333333333334,1.7333333333333334,2.2,1.6,1.0,1.8
2004-2005,1,31,2005-04-10,Dep. La Coruña,Villarreal,1:1,2005,4,6,1.0,1.0,X,1,1.4,1.2,1.0,1.2,1.2,1.2,1.4,0.8,1.0,2.0
2004-2005,1,31,2005-04-10,Getafe,Albacete,1:0,2005,4,6,1.0,0.0,1,0,1.4,0.8,1.0,2.0,1.2,1.4,1.4,0.8,0.6,2.0
2004-2005,1,31,2005-04-10,CA Osasuna,Racing,1:0,2005,4,6,1.0,0.0,1,0,1.0,1.6,1.0,1.8,1.0,1.7000000000000002,2.2,0.8,1.0,1.4
2004-2005,1,31,2005-04-10,Real Madrid,Barcelona,4:2,2005,4,6,4.0,2.0,1,0,2.0,0.6,1.4,1.2,1.7,0.8999999999999999,1.8,1.8,0.6666666666666666,1.6666666666666667
2004-2005,1,31,2005-04-10,Espanyol,Sevilla FC,1:3,2005,4,6,1.0,3.0,2,2,2.2,0.8,1.0,1.4,1.6,1.1,1.0,1.6,1.0,1.8
2004-2005,1,31,2005-04-10,RCD Mallorca,Real Zaragoza,0:2,2005,4,6,0.0,2.0,2,2,2.2,1.6,1.0,1.8,1.6,1.7000000000000002,1.4,1.2,1.0,1.2
2004-2005,1,31,2005-04-10,Valencia,Málaga CF,2:2,2005,4,6,2.0,2.0,X,1,1.4,0.8,0.6,2.0,1.0,1.4,2.0,0.6,1.4,1.2
2004-2005,1,34,2005-05-01,RCD Mallorca,Espanyol,3:2,2005,5,6,3.0,2.0,1,0,2.0,1.8,1.2,1.0,1.6,1.4,0.4,1.0,0.8,2.2
2004-2005,1,34,2005-05-01,Real Zaragoza,CA Osasuna,5:1,2005,5,6,5.0,1.0,1,0,1.0,1.4,1.0,2.6,1.0,2.0,1.8,1.4,1.2,1.8
2004-2005,1,34,2005-05-01,Barcelona,Albacete,2:0,2005,5,6,2.0,0.0,1,0,1.8,1.0,1.0,1.2,1.4,1.1,2.0,0.6,0.75,0.75
2004-2005,1,34,2005-05-01,Villarreal,Getafe,4:0,2005,5,6,4.0,0.0,1,0,2.0,0.6,0.75,0.75,1.375,0.675,1.2,0.6,1.6,1.2
2004-2005,1,34,2005-05-01,Racing,Real Betis,1:1,2005,5,6,1.0,1.0,X,1,1.8,1.4,1.2,1.8,1.5,1.6,1.0,1.4,1.0,2.6
2004-2005,1,34,2005-05-01,Sevilla FC,Dep. La Coruña,2:0,2005,5,6,2.0,0.0,1,0,1.2,0.6,1.6,1.2,1.4,0.8999999999999999,2.0,1.8,1.2,1.0
2004-2005,1,34,2005-05-01,Levante,Málaga CF,0:1,2005,5,6,0.0,1.0,2,2,0.4,1.0,0.8,2.2,0.6000000000000001,1.6,1.8,1.0,1.0,1.2
2004-2005,1,35,2005-05-07,CA Osasuna,RCD Mallorca,1:1,2005,5,5,1.0,1.0,X,1,1.0,1.4,0.6,1.8,0.8,1.6,1.0,1.4,0.6,1.8
2004-2005,1,35,2005-05-07,Athletic,Real Zaragoza,2:0,2005,5,5,2.0,0.0,1,0,2.0,0.8,1.4,1.4,1.7,1.1,2.0,0.8,1.4,1.4
2004-2005,1,35,2005-05-07,Real Madrid,Racing,5:0,2005,5,5,5.0,0.0,1,0,2.6,1.0,0.6,1.8,1.6,1.4,2.6,1.0,0.6,1.8
2004-2005,1,35,2005-05-07,Real Betis,Sevilla FC,1:0,2005,5,5,1.0,0.0,1,0,2.0,1.4,1.6,1.2,1.8,1.2999999999999998,2.0,1.4,1.6,1.2
2004-2005,1,35,2005-05-08,Getafe,Real Sociedad,2:0,2005,5,6,2.0,0.0,1,0,1.0,0.6,1.0,2.0,1.0,1.3,2.2,1.2,0.6,1.4
2004-2005,1,35,2005-05-08,Málaga CF,Villarreal,0:2,2005,5,6,0.0,2.0,2,2,0.8,0.6,1.2,1.0,1.0,0.8,1.2,1.4,0.6,1.0
2004-2005,1,35,2005-05-08,Albacete,Levante,3:1,2005,5,6,3.0,1.0,1,0,1.0,1.4,1.0,1.75,1.0,1.575,1.4,1.2,1.8,1.8
2004-2005,1,35,2005-05-08,Valencia,Barcelona,0:2,2005,5,6,0.0,2.0,2,2,1.4,1.2,1.8,1.8,1.6,1.5,0.8,0.6,1.2,1.0
2004-2005,1,35,2005-05-08,Dep. La Coruña,Atlético Madrid,2:0,2005,5,6,2.0,0.0,1,0,1.2,1.4,0.6,1.0,0.8999999999999999,1.2,1.0,0.6,1.0,2.0
2004-2005,1,35,2005-05-08,Espanyol,CD Numancia,3:0,2005,5,6,3.0,0.0,1,0,2.2,1.2,0.6,1.4,1.4000000000000001,1.2999999999999998,1.0,1.4,1.0,1.75
2005-2006,1,2,2005-09-10,Real Madrid,Celta de Vigo,2:3,2005,9,5,2.0,3.0,2,2,3.6,0.8,1.8,1.8,2.7,1.3,3.6,0.8,1.8,1.8
2005-2006,1,2,2005-09-10,Real Betis,CA Osasuna,1:0,2005,9,5,1.0,0.0,1,0,2.0,1.2,0.8,3.0,1.4,2.1,2.0,1.2,0.8,3.0
2005-2006,1,2,2005-09-10,Dep. La Coruña,Atlético Madrid,1:0,2005,9,5,1.0,0.0,1,0,1.4,0.8,0.6,1.2,1.0,1.0,1.4,0.8,0.6,1.2
2005-2006,1,2,2005-09-11,Villarreal,Sevilla FC,1:1,2005,9,6,1.0,1.0,X,1,2.8,0.6,1.6,1.4,2.2,1.0,2.8,0.6,1.6,1.4
2005-2006,1,2,2005-09-11,Barcelona,RCD Mallorca,2:0,2005,9,6,2.0,0.0,1,0,1.4,1.0,0.6,1.8,1.0,1.4,1.4,1.0,0.6,1.8
2005-2006,1,2,2005-09-11,Getafe,Athletic,1:1,2005,9,6,1.0,1.0,X,1,1.2,0.6,0.6,1.6,0.8999999999999999,1.1,1.2,0.6,0.6,1.6
2005-2006,1,2,2005-09-11,Racing,Cádiz CF,0:1,2005,9,6,0.0,1.0,2,2,1.6,1.6,0.6,2.0,1.1,1.8,1.6,1.6,0.6,2.0
2005-2006,1,2,2005-09-11,Real Sociedad,Alavés,2:1,2005,9,6,2.0,1.0,1,0,1.6,1.2,1.0,1.8,1.3,1.5,1.6,1.2,1.0,1.8
2005-2006,1,2,2005-09-11,Real Zaragoza,Valencia,2:2,2005,9,6,2.0,2.0,X,1,2.0,1.4,1.6,1.6,1.8,1.5,2.0,1.4,1.6,1.6
2005-2006,1,2,2005-09-11,Málaga CF,Espanyol,1:2,2005,9,6,1.0,2.0,2,2,0.6,1.0,1.2,1.6,0.8999999999999999,1.3,0.6,1.0,1.2,1.6
2005-2006,1,6,2005-10-01,Barcelona,Real Zaragoza,2:2,2005,10,5,2.0,2.0,X,1,1.8,0.6,1.2,1.6,1.5,1.1,1.8,0.6,1.2,1.6
2005-2006,1,6,2005-10-01,Getafe,Valencia,2:1,2005,10,5,2.0,1.0,1,0,1.2,0.4,2.0,1.8,1.6,1.1,1.2,0.4,2.0,1.8
2005-2006,1,6,2005-10-02,Real Sociedad,Real Betis,1:1,2005,10,6,1.0,1.0,X,1,1.8,1.4,1.4,1.8,1.6,1.6,0.8,1.4,0.6,1.2
2005-2006,1,6,2005-10-02,Sevilla FC,Espanyol,1:1,2005,10,6,1.0,1.0,X,1,1.4,0.4,1.4,1.8,1.4,1.1,1.2,1.4,1.0,1.8
2005-2006,1,6,2005-10-02,Villarreal,Athletic,3:1,2005,10,6,3.0,1.0,1,0,2.4,0.8,0.6,1.6,1.5,1.2000000000000002,1.2,0.4,0.6,2.4
2005-2006,1,6,2005-10-02,Cádiz CF,Celta de Vigo,1:1,2005,10,6,1.0,1.0,X,1,0.8,2.4,2.2,2.0,1.5,2.2,3.6,1.2,0.4,1.8
2005-2006,1,6,2005-10-02,Dep. La Coruña,CA Osasuna,0:1,2005,10,6,0.0,1.0,2,2,1.2,0.4,0.6,2.4,0.8999999999999999,1.4,2.4,0.8,0.6,1.6
2005-2006,1,6,2005-10-02,Málaga CF,Atlético Madrid,0:2,2005,10,6,0.0,2.0,2,2,0.8,1.4,0.6,1.2,0.7,1.2999999999999998,1.4,0.4,1.4,1.8
2005-2006,1,6,2005-10-02,Real Madrid,RCD Mallorca,4:0,2005,10,6,4.0,0.0,1,0,3.6,1.2,0.4,1.8,2.0,1.5,0.8,2.4,2.2,2.0
2005-2006,1,6,2005-10-02,Racing,Alavés,1:2,2005,10,6,1.0,2.0,2,2,1.2,1.4,1.0,1.8,1.1,1.6,1.8,1.4,1.4,1.8
2005-2006,1,10,2005-11-05,Real Sociedad,CA Osasuna,1:2,2005,11,5,1.0,2.0,2,2,2.0,1.2,0.6,1.8,1.3,1.5,2.0,1.2,0.6,1.8
2005-2006,1,10,2005-11-05,Espanyol,Athletic,1:1,2005,11,5,1.0,1.0,X,1,2.4,1.2,0.6,2.0,1.5,1.6,2.4,1.2,0.6,2.0
2005-2006,1,10,2005-11-05,Villarreal,Valencia,1:0,2005,11,5,1.0,0.0,1,0,2.6,0.8,2.0,2.2,2.3,1.5,2.6,0.8,2.0,2.2
2005-2006,1,10,2005-11-06,Cádiz CF,RCD Mallorca,1:2,2005,11,6,1.0,2.0,2,2,1.0,1.8,0.4,2.6,0.7,2.2,0.6,1.8,1.2,1.2
2005-2006,1,10,2005-11-06,Sevilla FC,Atlético Madrid,0:0,2005,11,6,0.0,0.0,X,1,1.2,0.6,0.6,1.2,0.8999999999999999,0.8999999999999999,1.4,0.6,1.8,1.6
2005-2006,1,10,2005-11-06,Racing,Real Betis,1:1,2005,11,6,1.0,1.0,X,1,1.0,1.6,1.6,1.8,1.3,1.7000000000000002,3.6,1.2,1.2,1.6
