season,division,matchday,date,home_team,away_team,score,year,month,weekday,home_goals,away_goals,result,target,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against,avg_goals_for_combined,avg_goals_against_combined,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against
1994-1995,1,24,1995-03-05,Barcelona,Real Zaragoza,3:0,1995,3,6,3.0,0.0,1,0,2.2,1.2,1.2,1.6,1.7000000000000002,1.4,1.2,0.8,1.4,2.0
1994-1995,1,25,1995-03-11,Atlético Madrid,Barcelona,2:0,1995,3,5,2.0,0.0,1,0,3.0,1.2,1.2,3.2,2.1,2.2,3.0,1.2,1.2,3.2
1994-1995,1,25,1995-03-12,Athletic,Albacete,1:2,1995,3,6,1.0,2.0,2,2,1.0,1.0,1.2,1.8,1.1,1.4,2.2,0.0,0.2,1.2
1994-1995,1,25,1995-03-12,Real Zaragoza,Dep. La Coruña,1:0,1995,3,6,1.0,0.0,1,0,2.4,1.4,1.0,0.8,1.7,1.1,2.2,0.4,0.2,1.4
1994-1995,1,25,1995-03-12,Valencia,Real Valladolid,3:0,1995,3,6,3.0,0.0,1,0,1.8,1.0,0.4,2.0,1.1,1.5,1.2,1.4,0.8,1.4
1994-1995,1,25,1995-03-12,Sevilla FC,Real Sociedad,2:0,1995,3,6,2.0,0.0,1,0,1.4,1.4,1.2,1.4,1.2999999999999998,1.4,1.6,0.6,2.6,1.0
1994-1995,1,25,1995-03-12,Sporting Gijón,CD Logroñés,2:2,1995,3,6,2.0,2.0,X,1,1.4,1.4,0.0,2.0,0.7,1.7,1.4,1.4,1.2,1.4
1994-1995,1,25,1995-03-12,Racing,Real Madrid,3:1,1995,3,6,3.0,1.0,1,0,1.6,0.6,2.6,1.0,2.1,0.8,1.8,1.0,0.4,2.0
1994-1995,1,25,1995-03-12,SD Compostela,Celta de Vigo,2:0,1995,3,6,2.0,0.0,1,0,1.2,1.4,0.8,1.4,1.0,1.4,2.4,1.4,1.0,0.8
1994-1995,1,25,1995-03-12,Espanyol,Real Betis,0:0,1995,3,6,0.0,0.0,X,1,2.2,0.4,0.2,1.4,1.2000000000000002,0.8999999999999999,1.0,1.0,1.2,1.8
1994-1995,1,25,1995-03-12,CD Tenerife,Real Oviedo,1:1,1995,3,6,1.0,1.0,X,1,2.2,0.0,0.2,1.2,1.2000000000000002,0.6,1.4,1.4,0.0,2.0
1994-1995,1,27,1995-04-01,Valencia,Dep. La Coruña,1:2,1995,4,5,1.0,2.0,2,2,1.4,0.8,0.6,1.0,1.0,0.9,1.8,1.2,0.2,0.6
1994-1995,1,27,1995-04-01,Real Zaragoza,Real Betis,3:0,1995,4,5,3.0,0.0,1,0,1.8,1.2,0.2,0.6,1.0,0.8999999999999999,1.4,0.8,0.6,1.0
1994-1995,1,27,1995-04-02,SD Compostela,Real Madrid,1:1,1995,4,6,1.0,1.0,X,1,1.6,1.0,2.0,1.4,1.8,1.2,1.4,1.4,0.4,1.2
1994-1995,1,27,1995-04-02,Espanyol,CD Logroñés,2:0,1995,4,6,2.0,0.0,1,0,1.4,0.0,0.4,2.0,0.8999999999999999,1.0,2.2,0.2,1.0,3.2
1994-1995,1,27,1995-04-02,CD Tenerife,Barcelona,2:1,1995,4,6,2.0,1.0,1,0,2.2,0.2,1.0,3.2,1.6,1.7000000000000002,1.6,1.8,1.0,0.8
1994-1995,1,27,1995-04-02,Atlético Madrid,Celta de Vigo,0:2,1995,4,6,0.0,2.0,2,2,3.0,1.2,0.6,1.0,1.8,1.1,2.2,0.8,1.6,1.6
1994-1995,1,27,1995-04-02,Real Sociedad,Real Valladolid,3:0,1995,4,6,3.0,0.0,1,0,1.6,1.2,0.4,2.6,1.0,1.9,1.4,0.0,0.4,2.0
1994-1995,1,27,1995-04-02,Racing,Albacete,2:1,1995,4,6,2.0,1.0,1,0,2.2,0.8,1.6,1.6,1.9000000000000001,1.2000000000000002,3.0,1.2,0.6,1.0
1994-1995,1,27,1995-04-02,Sevilla FC,Real Oviedo,1:1,1995,4,6,1.0,1.0,X,1,1.4,1.4,0.4,1.2,0.8999999999999999,1.2999999999999998,1.6,1.2,0.4,2.6
1994-1995,1,27,1995-04-02,Sporting Gijón,Athletic,1:1,1995,4,6,1.0,1.0,X,1,1.6,1.8,1.0,0.8,1.3,1.3,1.6,1.0,2.0,1.4
1994-1995,1,28,1995-04-08,Real Betis,Atlético Madrid,2:0,1995,4,5,2.0,0.0,1,0,1.0,0.6,1.0,1.2,1.0,0.8999999999999999,1.0,0.6,1.0,1.2
1994-1995,1,28,1995-04-09,Albacete,Espanyol,1:1,1995,4,6,1.0,1.0,X,1,1.6,1.2,1.2,2.2,1.4,1.7000000000000002,0.8,1.4,0.6,1.2
1994-1995,1,28,1995-04-09,Celta de Vigo,Valencia,0:0,1995,4,6,0.0,0.0,X,1,1.2,1.6,1.0,1.6,1.1,1.6,2.4,1.0,1.2,1.2
1994-1995,1,28,1995-04-09,Real Madrid,Real Zaragoza,3:0,1995,4,6,3.0,0.0,1,0,3.4,0.4,0.6,1.6,2.0,1.0,2.4,1.0,1.4,2.8
1994-1995,1,28,1995-04-09,Athletic,Racing,2:0,1995,4,6,2.0,0.0,1,0,1.0,1.4,1.2,2.0,1.1,1.7,0.2,1.8,1.2,1.2
1994-1995,1,28,1995-04-09,CD Logroñés,SD Compostela,0:4,1995,4,6,0.0,4.0,2,2,0.2,1.8,1.2,1.2,0.7,1.5,1.4,1.4,1.2,1.6
1994-1995,1,28,1995-04-09,Sporting Gijón,Sevilla FC,3:0,1995,4,6,3.0,0.0,1,0,1.4,1.4,1.2,1.6,1.2999999999999998,1.5,3.4,0.4,0.6,1.6
1994-1995,1,28,1995-04-09,Dep. La Coruña,CD Tenerife,4:1,1995,4,6,4.0,1.0,1,0,2.4,1.0,1.4,2.8,1.9,1.9,1.2,1.6,1.0,1.6
1994-1995,1,28,1995-04-09,Barcelona,Real Sociedad,1:1,1995,4,6,1.0,1.0,X,1,2.4,1.0,1.2,1.2,1.7999999999999998,1.1,1.6,1.2,1.2,2.2
1994-1995,1,28,1995-04-09,Real Valladolid,Real Oviedo,2:1,1995,4,6,2.0,1.0,1,0,0.8,1.4,0.6,1.2,0.7,1.2999999999999998,1.0,1.4,1.2,2.0
1994-1995,1,32,1995-05-06,Sporting Gijón,Real Zaragoza,1:3,1995,5,5,1.0,3.0,2,2,2.0,1.0,0.6,2.2,1.3,1.6,2.0,1.0,0.6,2.2
1994-1995,1,32,1995-05-06,Dep. La Coruña,Barcelona,1:0,1995,5,5,1.0,0.0,1,0,2.6,0.6,1.0,3.2,1.8,1.9000000000000001,2.6,0.6,1.0,3.2
1994-1995,1,32,1995-05-07,Real Madrid,Real Sociedad,0:0,1995,5,6,0.0,0.0,X,1,3.2,0.0,1.2,0.8,2.2,0.4,2.6,1.0,1.6,1.0
1994-1995,1,32,1995-05-07,Albacete,Valencia,1:0,1995,5,6,1.0,0.0,1,0,1.6,0.8,0.8,1.4,1.2000000000000002,1.1,1.8,0.0,0.4,2.2
1994-1995,1,32,1995-05-07,Real Betis,Real Oviedo,0:0,1995,5,6,0.0,0.0,X,1,1.2,0.4,0.8,1.2,1.0,0.8,0.6,1.2,0.4,2.0
1994-1995,1,32,1995-05-07,CD Logroñés,CD Tenerife,4:2,1995,5,6,4.0,2.0,1,0,0.2,2.6,1.2,3.0,0.7,2.8,1.2,0.8,0.6,0.8
1994-1995,1,32,1995-05-07,Athletic,Atlético Madrid,3:1,1995,5,6,3.0,1.0,1,0,1.2,0.8,0.6,0.8,0.8999999999999999,0.8,1.6,0.8,0.8,1.4
1994-1995,1,32,1995-05-07,Racing,SD Compostela,2:2,1995,5,6,2.0,2.0,X,1,2.6,1.0,1.6,1.0,2.1,1.0,1.2,0.4,0.8,1.2
1994-1995,1,32,1995-05-07,Espanyol,Sevilla FC,2:2,1995,5,6,2.0,2.0,X,1,1.8,0.0,0.4,2.2,1.1,1.1,3.2,0.0,1.2,0.8
1994-1995,1,32,1995-05-07,Celta de Vigo,Real Valladolid,1:0,1995,5,6,1.0,0.0,1,0,0.6,1.2,0.4,2.0,0.5,1.6,0.2,2.6,1.2,3.0
1994-1995,1,36,1995-06-03,Real Madrid,Dep. La Coruña,2:1,1995,6,5,2.0,1.0,1,0,2.8,0.0,0.8,1.2,1.7999999999999998,0.6,2.8,0.0,0.8,1.2
1994-1995,1,36,1995-06-03,Espanyol,Valencia,5:0,1995,6,5,5.0,0.0,1,0,1.8,0.4,0.6,1.2,1.2,0.8,1.8,0.4,0.6,1.2
1994-1995,1,36,1995-06-04,Sporting Gijón,Real Sociedad,1:2,1995,6,6,1.0,2.0,2,2,2.0,1.4,0.4,0.8,1.2,1.1,2.0,0.8,0.6,1.6
1994-1995,1,36,1995-06-04,Albacete,Real Valladolid,1:0,1995,6,6,1.0,0.0,1,0,1.4,0.6,0.0,2.0,0.7,1.3,2.0,1.4,0.4,0.8
1994-1995,1,36,1995-06-04,SD Compostela,Atlético Madrid,2:1,1995,6,6,2.0,1.0,1,0,1.8,1.0,0.4,1.4,1.1,1.2,1.4,0.6,0.0,2.0
1994-1995,1,36,1995-06-04,Racing,CD Tenerife,2:1,1995,6,6,2.0,1.0,1,0,3.0,1.2,1.4,3.4,2.2,2.3,1.8,1.0,0.4,1.4
1994-1995,1,36,1995-06-04,Athletic,Real Oviedo,1:0,1995,6,6,1.0,0.0,1,0,1.4,0.8,0.8,1.0,1.1,0.9,3.0,1.2,1.4,3.4
1994-1995,1,36,1995-06-04,CD Logroñés,Barcelona,1:4,1995,6,6,1.0,4.0,2,2,1.0,2.2,0.2,3.0,0.6,2.6,1.4,0.8,0.8,1.0
1994-1995,1,36,1995-06-04,Real Betis,Celta de Vigo,1:1,1995,6,6,1.0,1.0,X,1,1.0,0.0,0.8,0.8,0.9,0.4,1.0,2.2,0.2,3.0
1994-1995,1,36,1995-06-04,Real Zaragoza,Sevilla FC,0:1,1995,6,6,0.0,1.0,2,2,2.0,0.8,0.6,1.6,1.3,1.2000000000000002,1.0,0.0,0.8,0.8
1994-1995,1,37,1995-06-10,Dep. La Coruña,CD Logroñés,5:0,1995,6,5,5.0,0.0,1,0,2.2,0.4,0.4,2.0,1.3,1.2,1.8,0.6,1.6,1.2
1994-1995,1,37,1995-06-10,Celta de Vigo,Real Madrid,0:2,1995,6,5,0.0,2.0,2,2,0.4,0.4,1.4,1.4,0.8999999999999999,0.8999999999999999,1.6,1.0,1.4,1.2
1994-1995,1,37,1995-06-10,Valencia,SD Compostela,4:1,1995,6,5,4.0,1.0,1,0,1.6,1.0,1.4,1.2,1.5,1.1,2.2,0.4,0.4,2.0
1994-1995,1,37,1995-06-10,Barcelona,Albacete,0:1,1995,6,5,0.0,1.0,2,2,1.8,0.6,1.6,1.2,1.7000000000000002,0.8999999999999999,0.4,0.4,1.4,1.4
1994-1995,1,37,1995-06-11,CD Tenerife,Espanyol,1:1,1995,6,6,1.0,1.0,X,1,2.4,0.4,1.2,1.8,1.7999999999999998,1.1,2.4,0.4,1.2,1.8
1994-1995,1,37,1995-06-11,Real Betis,Sevilla FC,2:1,1995,6,6,2.0,1.0,1,0,1.2,0.2,0.8,1.6,1.0,0.9,1.2,0.2,0.8,1.6
1994-1995,1,37,1995-06-11,Real Oviedo,Sporting Gijón,1:0,1995,6,6,1.0,0.0,1,0,1.4,0.8,1.4,2.6,1.4,1.7000000000000002,1.4,0.8,1.4,2.6
1994-1995,1,37,1995-06-11,Real Valladolid,Athletic,0:1,1995,6,6,0.0,1.0,2,2,0.8,1.6,1.0,0.8,0.9,1.2000000000000002,0.8,1.6,1.0,0.8
1994-1995,1,37,1995-06-11,Atlético Madrid,Real Zaragoza,2:0,1995,6,6,2.0,0.0,1,0,2.6,0.8,1.0,2.4,1.8,1.6,2.6,0.8,1.0,2.4
1994-1995,1,37,1995-06-11,Real Sociedad,Racing,0:1,1995,6,6,0.0,1.0,2,2,2.0,0.8,1.0,1.8,1.5,1.3,2.0,0.8,1.0,1.8
1995-1996,1,1,1995-09-02,Dep. La Coruña,Valencia,3:0,1995,9,5,3.0,0.0,1,0,2.2,0.2,0.2,1.6,1.2000000000000002,0.9,2.2,0.2,0.2,1.6
1995-1996,1,1,1995-09-02,Sporting Gijón,Albacete,3:0,1995,9,5,3.0,0.0,1,0,1.6,1.6,1.4,1.2,1.5,1.4,1.6,1.6,1.4,1.2
1995-1996,1,1,1995-09-03,Sevilla FC,CD Tenerife,0:1,1995,9,6,0.0,1.0,2,2,1.4,0.8,1.4,3.6,1.4,2.2,1.8,0.8,0.8,1.0
1995-1996,1,1,1995-09-03,Rayo Vallecano,Real Madrid,1:5,1995,9,6,1.0,5.0,2,2,0.8,1.0,1.8,1.2,1.3,1.1,,,0.2,1.2
1995-1996,1,1,1995-09-03,Celta de Vigo,SD Compostela,0:1,1995,9,6,0.0,1.0,2,2,0.4,0.8,1.6,1.6,1.0,1.2000000000000002,1.6,0.8,0.6,1.4
1995-1996,1,1,1995-09-03,Espanyol,UD Salamanca,3:1,1995,9,6,3.0,1.0,1,0,2.4,0.4,1.5,1.5,1.95,0.95,1.6,0.8,0.6,1.0
1995-1996,1,1,1995-09-03,Real Zaragoza,Real Oviedo,1:0,1995,9,6,1.0,0.0,1,0,1.6,0.8,0.6,1.0,1.1,0.9,0.8,1.0,1.0,2.2
1995-1996,1,1,1995-09-03,Athletic,Racing,4:0,1995,9,6,4.0,0.0,1,0,1.6,0.8,0.6,1.4,1.1,1.1,0.4,0.8,1.6,1.6
1995-1996,1,1,1995-09-03,Real Valladolid,Barcelona,0:2,1995,9,6,0.0,2.0,2,2,0.8,1.0,1.0,2.2,0.9,1.6,0.8,1.0,1.8,1.2
1995-1996,1,1,1995-09-03,CP Mérida,Real Betis,1:1,1995,9,6,1.0,1.0,X,1,1.5,1.5,0.2,1.2,0.85,1.35,1.4,0.8,1.4,3.6
1995-1996,1,1,1995-09-03,Atlético Madrid,Real Sociedad,4:1,1995,9,6,4.0,1.0,1,0,1.8,0.8,0.8,1.0,1.3,0.9,2.4,0.4,,
1995-1996,1,2,1995-09-09,Albacete,Sevilla FC,3:2,1995,9,5,3.0,2.0,1,0,1.4,0.6,1.0,1.6,1.2,1.1,1.4,0.6,1.0,1.6
1995-1996,1,2,1995-09-09,Barcelona,CP Mérida,2:2,1995,9,5,2.0,2.0,X,1,1.6,0.8,1.5,1.5,1.55,1.15,1.6,0.8,,
1995-1996,1,2,1995-09-09,Real Madrid,Athletic,1:2,1995,9,5,1.0,2.0,2,2,2.2,0.2,0.8,0.6,1.5,0.4,2.2,0.2,0.8,0.6
1995-1996,1,2,1995-09-09,Real Betis,Real Zaragoza,3:1,1995,9,5,3.0,1.0,1,0,1.4,0.4,0.6,2.2,1.0,1.3,1.4,0.4,0.6,2.2
1995-1996,1,2,1995-09-10,CD Tenerife,Espanyol,1:4,1995,9,6,1.0,4.0,2,2,2.0,0.6,0.8,1.8,1.4,1.2,1.8,1.0,0.8,1.4
1995-1996,1,2,1995-09-10,Real Oviedo,Rayo Vallecano,2:0,1995,9,6,2.0,0.0,1,0,1.2,0.4,0.8,3.6,1.0,2.0,2.2,1.2,0.0,2.2
1995-1996,1,2,1995-09-10,UD Salamanca,Celta de Vigo,0:1,1995,9,6,0.0,1.0,2,2,1.5,1.5,1.0,1.0,1.25,1.25,2.8,1.0,0.6,1.4
1995-1996,1,2,1995-09-10,Real Sociedad,Sporting Gijón,2:0,1995,9,6,2.0,0.0,1,0,2.0,1.0,1.2,2.4,1.6,1.7,1.2,0.4,0.8,3.6
1995-1996,1,2,1995-09-10,Racing,Atlético Madrid,0:4,1995,9,6,0.0,4.0,2,2,2.8,1.0,0.6,1.4,1.7,1.2,,,1.0,1.0
1995-1996,1,2,1995-09-10,Valencia,Real Valladolid,1:0,1995,9,6,1.0,0.0,1,0,2.2,1.2,0.0,2.2,1.1,1.7000000000000002,2.0,0.6,0.8,1.8
1995-1996,1,2,1995-09-10,SD Compostela,Dep. La Coruña,4:0,1995,9,6,4.0,0.0,1,0,1.8,1.0,0.8,1.4,1.3,1.2,2.0,1.0,1.2,2.4
1995-1996,1,5,1995-10-01,CP Mérida,UD Salamanca,0:0,1995,10,6,0.0,0.0,X,1,1.0,1.0,1.0,3.0,1.0,2.0,1.4,0.6,1.4,1.4
1995-1996,1,5,1995-10-01,Dep. La Coruña,Albacete,5:0,1995,10,6,5.0,0.0,1,0,2.8,0.2,0.8,1.2,1.7999999999999998,0.7,0.4,1.0,0.8,1.6
1995-1996,1,5,1995-10-01,Real Oviedo,Real Betis,0:1,1995,10,6,0.0,1.0,2,2,1.4,0.0,0.4,1.4,0.8999999999999999,0.7,2.4,0.6,0.4,1.8
1995-1996,1,5,1995-10-01,Real Valladolid,CD Tenerife,3:0,1995,10,6,3.0,0.0,1,0,0.6,1.2,1.4,3.0,1.0,2.1,0.8,1.6,0.0,2.0
1995-1996,1,5,1995-10-01,Rayo Vallecano,Valencia,3:2,1995,10,6,3.0,2.0,1,0,0.8,1.6,0.0,2.0,0.4,1.8,1.2,0.4,1.6,1.4
1995-1996,1,5,1995-10-01,Sevilla FC,Atlético Madrid,0:0,1995,10,6,0.0,0.0,X,1,1.4,0.6,1.4,1.4,1.4,1.0,1.4,0.0,0.4,1.4
1995-1996,1,5,1995-10-01,Espanyol,Racing,1:0,1995,10,6,1.0,0.0,1,0,2.4,0.6,0.4,1.8,1.4,1.2,1.0,1.0,1.0,3.0
1995-1996,1,5,1995-10-01,Celta de Vigo,Real Sociedad,1:1,1995,10,6,1.0,1.0,X,1,0.4,1.0,0.8,1.6,0.6000000000000001,1.3,0.6,1.2,1.4,3.0
1995-1996,1,5,1995-10-01,Real Zaragoza,SD Compostela,1:0,1995,10,6,1.0,0.0,1,0,1.2,0.4,1.6,1.4,1.4,0.8999999999999999,2.8,0.2,0.8,1.2
1995-1996,1,6,1995-10-04,CD Tenerife,CP Mérida,1:0,1995,10,2,1.0,0.0,1,0,1.4,1.4,2.0,2.0,1.7,1.7,1.8,1.2,1.2,2.0
1995-1996,1,6,1995-10-04,Barcelona,Real Oviedo,4:1,1995,10,2,4.0,1.0,1,0,1.8,1.0,0.4,1.0,1.1,1.0,1.8,0.6,2.6,1.2
1995-1996,1,6,1995-10-04,UD Salamanca,Real Zaragoza,0:1,1995,10,2,0.0,1.0,2,2,0.0,1.0,0.8,2.4,0.4,1.7,2.2,0.8,0.8,2.2
1995-1996,1,6,1995-10-04,Albacete,Real Valladolid,4:2,1995,10,2,4.0,2.0,1,0,1.4,0.8,0.0,1.8,0.7,1.3,1.8,1.8,1.0,0.8
1995-1996,1,6,1995-10-04,Real Betis,Athletic,0:0,1995,10,2,0.0,0.0,X,1,1.6,0.6,1.0,0.4,1.3,0.5,2.0,0.6,0.6,3.4
1995-1996,1,6,1995-10-04,SD Compostela,Rayo Vallecano,1:0,1995,10,2,1.0,0.0,1,0,2.0,0.6,0.6,3.4,1.3,2.0,1.4,0.8,0.0,1.8
1995-1996,1,6,1995-10-04,Racing,Celta de Vigo,2:1,1995,10,2,2.0,1.0,1,0,1.8,1.8,1.0,0.8,1.4,1.3,0.0,1.0,0.8,2.4
1995-1996,1,6,1995-10-04,Sporting Gijón,Sevilla FC,3:1,1995,10,2,3.0,1.0,1,0,1.8,1.2,1.2,2.0,1.5,1.6,1.8,1.0,0.4,1.0
1995-1996,1,6,1995-10-04,Real Sociedad,Dep. La Coruña,2:1,1995,10,2,2.0,1.0,1,0,2.2,0.8,0.8,2.2,1.5,1.5,1.4,1.4,2.0,2.0
1995-1996,1,6,1995-10-04,Valencia,Real Madrid,4:3,1995,10,2,4.0,3.0,1,0,1.8,0.6,2.6,1.2,2.2,0.8999999999999999,1.6,0.6,1.0,0.4
1995-1996,1,6,1995-10-05,Atlético Madrid,Espanyol,2:1,1995,10,3,2.0,1.0,1,0,2.2,0.8,1.6,1.4,1.9000000000000001,1.1,2.2,0.8,1.6,1.4
1995-1996,1,7,1995-10-07,Real Betis,Barcelona,1:5,1995,10,5,1.0,5.0,2,2,1.2,0.6,1.4,1.2,1.2999999999999998,0.8999999999999999,1.2,0.6,1.4,1.2
1995-1996,1,7,1995-10-08,Rayo Vallecano,UD Salamanca,1:4,1995,10,6,1.0,4.0,2,2,1.0,1.8,0.5,1.5,0.75,1.65,2.2,0.6,1.4,2.0
1995-1996,1,7,1995-10-08,Real Oviedo,Valencia,0:1,1995,10,6,0.0,1.0,2,2,1.4,0.2,0.4,2.4,0.8999999999999999,1.3,2.6,0.6,0.6,2.6
1995-1996,1,7,1995-10-08,Real Madrid,SD Compostela,2:1,1995,10,6,2.0,1.0,1,0,2.0,0.6,1.6,1.4,1.8,1.0,1.2,0.2,1.0,2.6
1995-1996,1,7,1995-10-08,Dep. La Coruña,Racing,2:3,1995,10,6,2.0,3.0,2,2,3.6,0.2,0.2,1.8,1.9000000000000001,1.0,0.4,0.8,1.2,1.4
1995-1996,1,7,1995-10-08,CP Mérida,Albacete,1:1,1995,10,6,1.0,1.0,X,1,0.5,0.5,0.8,2.2,0.65,1.35,1.0,1.0,1.0,1.4
1995-1996,1,7,1995-10-08,Real Valladolid,Real Sociedad,3:0,1995,10,6,3.0,0.0,1,0,1.0,1.0,1.0,1.4,1.0,1.2,3.6,0.2,0.2,1.8
1995-1996,1,7,1995-10-08,Athletic,Sevilla FC,1:1,1995,10,6,1.0,1.0,X,1,2.2,0.6,1.4,2.0,1.8,1.3,2.0,0.6,1.6,1.4
1995-1996,1,7,1995-10-08,Real Zaragoza,CD Tenerife,0:2,1995,10,6,0.0,2.0,2,2,1.2,0.2,1.0,2.6,1.1,1.4000000000000001,1.4,0.2,0.4,2.4
1995-1996,1,7,1995-10-08,Espanyol,Sporting Gijón,0:0,1995,10,6,0.0,0.0,X,1,2.6,0.6,0.6,2.6,1.6,1.6,1.0,1.8,0.5,1.5
1995-1996,1,7,1995-10-08,Celta de Vigo,Atlético Madrid,0:3,1995,10,6,0.0,3.0,2,2,0.4,0.8,1.2,1.4,0.8,1.1,0.5,0.5,0.8,2.2
1995-1996,1,11,1995-11-04,Real Madrid,Real Sociedad,3:2,1995,11,5,3.0,2.0,1,0,1.6,0.8,0.8,1.8,1.2000000000000002,1.3,1.6,0.8,0.8,1.8
1995-1996,1,11,1995-11-05,Real Betis,CD Tenerife,3:3,1995,11,6,3.0,3.0,X,1,1.4,1.6,1.2,1.8,1.2999999999999998,1.7000000000000002,1.6,0.8,1.2,1.8
1995-1996,1,11,1995-11-05,Athletic,Celta de Vigo,3:0,1995,11,6,3.0,0.0,1,0,2.2,0.4,1.0,1.0,1.6,0.7,1.0,0.6,1.8,1.0
1995-1996,1,11,1995-11-05,Valencia,SD Compostela,5:2,1995,11,6,5.0,2.0,1,0,2.6,1.2,1.0,1.8,1.8,1.5,0.8,0.4,0.6,2.2
1995-1996,1,11,1995-11-05,Barcelona,UD Salamanca,4:1,1995,11,6,4.0,1.0,1,0,2.0,1.0,1.6666666666666667,1.3333333333333333,1.8333333333333335,1.1666666666666665,3.2,0.6,1.8,1.2
1995-1996,1,11,1995-11-05,Rayo Vallecano,Racing,1:2,1995,11,6,1.0,2.0,2,2,1.2,2.6,0.8,1.8,1.0,2.2,0.6666666666666666,0.6666666666666666,0.2,2.0
1995-1996,1,11,1995-11-05,CP Mérida,Sporting Gijón,1:0,1995,11,6,1.0,0.0,1,0,0.6666666666666666,0.6666666666666666,0.2,2.0,0.43333333333333335,1.3333333333333333,1.2,2.6,0.8,1.8
1995-1996,1,11,1995-11-05,Dep. La Coruña,Espanyol,0:1,1995,11,6,0.0,1.0,2,2,3.2,0.6,1.8,1.2,2.5,0.8999999999999999,2.6,1.2,1.0,1.8
1995-1996,1,11,1995-11-05,Real Oviedo,Albacete,1:0,1995,11,6,1.0,0.0,1,0,0.8,0.4,0.6,2.2,0.7,1.3,2.2,0.4,1.0,1.0
1995-1996,1,11,1995-11-05,Real Zaragoza,Atlético Madrid,0:1,1995,11,6,0.0,1.0,2,2,1.0,0.6,1.8,1.0,1.4,0.8,1.4,1.6,1.2,1.8
1995-1996,1,11,1995-11-05,Real Valladolid,Sevilla FC,3:3,1995,11,6,3.0,3.0,X,1,1.6,0.8,1.2,1.8,1.4,1.3,2.0,1.0,1.6666666666666667,1.3333333333333333
1995-1996,1,12,1995-11-11,Celta de Vigo,Dep. La Coruña,0:0,1995,11,5,0.0,0.0,X,1,0.4,1.4,0.8,2.0,0.6000000000000001,1.7,0.4,1.4,0.8,2.0
1995-1996,1,12,1995-11-12,Albacete,Real Betis,0:0,1995,11,6,0.0,0.0,X,1,2.0,1.0,0.6,1.4,1.3,1.2,0.8,0.6,1.0,1.5
1995-1996,1,12,1995-11-12,SD Compostela,Athletic,2:1,1995,11,6,2.0,1.0,1,0,2.0,0.4,1.0,0.4,1.5,0.4,2.2,0.6,0.4,2.0
1995-1996,1,12,1995-11-12,UD Salamanca,Valencia,4:0,1995,11,6,4.0,0.0,1,0,0.0,1.0,0.6,2.4,0.3,1.7,2.4,0.8,0.4,1.6
1995-1996,1,12,1995-11-12,Sporting Gijón,Real Zaragoza,4:1,1995,11,6,4.0,1.0,1,0,2.2,1.2,1.0,1.8,1.6,1.5,1.2,1.4,2.4,1.0
1995-1996,1,12,1995-11-12,Atlético Madrid,Rayo Vallecano,0:0,1995,11,6,0.0,0.0,X,1,2.0,0.8,0.4,2.8,1.2,1.7999999999999998,2.0,0.8,0.4,2.8
1995-1996,1,12,1995-11-12,Racing,Real Madrid,2:0,1995,11,6,2.0,0.0,1,0,1.6,1.8,2.4,1.8,2.0,1.8,0.0,1.0,0.6,2.4
1995-1996,1,12,1995-11-12,Sevilla FC,CP Mérida,3:0,1995,11,6,3.0,0.0,1,0,0.8,0.6,1.0,1.5,0.9,1.05,2.2,1.2,1.0,1.8
1995-1996,1,12,1995-11-12,CD Tenerife,Barcelona,1:1,1995,11,6,1.0,1.0,X,1,1.2,1.4,2.4,1.0,1.7999999999999998,1.2,1.6,1.8,2.4,1.8
1995-1996,1,12,1995-11-12,Real Sociedad,Real Oviedo,1:1,1995,11,6,1.0,1.0,X,1,2.4,0.8,0.4,1.6,1.4,1.2000000000000002,2.0,0.4,1.0,0.4
1995-1996,1,12,1995-11-12,Espanyol,Real Valladolid,2:0,1995,11,6,2.0,0.0,1,0,2.2,0.6,0.4,2.0,1.3,1.3,2.0,1.0,0.6,1.4
1995-1996,1,15,1995-12-02,Real Madrid,Sevilla FC,4:1,1995,12,5,4.0,1.0,1,0,1.6,1.2,1.6,2.4,1.6,1.7999999999999998,1.6,1.2,1.6,2.4
1995-1996,1,15,1995-12-02,Barcelona,Racing,1:1,1995,12,5,1.0,1.0,X,1,2.2,1.2,1.2,1.6,1.7000000000000002,1.4,2.2,1.2,1.2,1.6
1995-1996,1,15,1995-12-02,Rayo Vallecano,Espanyol,1:0,1995,12,5,1.0,0.0,1,0,1.2,2.6,1.6,1.0,1.4,1.8,1.2,2.6,1.6,1.0
1995-1996,1,15,1995-12-03,UD Salamanca,CD Tenerife,1:2,1995,12,6,1.0,2.0,2,2,1.3333333333333333,0.6666666666666666,1.4,1.6,1.3666666666666667,1.1333333333333333,3.0,1.6,1.2,2.4
1995-1996,1,15,1995-12-03,SD Compostela,Albacete,3:1,1995,12,6,3.0,1.0,1,0,2.0,0.6,0.4,2.0,1.2,1.3,2.4,0.4,0.4,1.8
1995-1996,1,15,1995-12-03,Real Oviedo,Sporting Gijón,1:0,1995,12,6,1.0,0.0,1,0,0.8,0.4,0.0,1.6,0.4,1.0,0.75,0.5,0.8,1.8
